Isolate host	Isolate host category	Mapped Ontology Term IRI	Mapped Ontology Term Label
Tolmomyias flaviventris	other bird	http://purl.obolibrary.org/obo/NCBITaxon_456432	Tolmomyias flaviventris
Trichothraupis melanops	other bird	http://purl.obolibrary.org/obo/NCBITaxon_555363	Trichothraupis melanops
Tringa nebularia	other bird	http://purl.obolibrary.org/obo/NCBITaxon_171270	Tringa nebularia
Turdoides jardineii	other bird	http://purl.obolibrary.org/obo/NCBITaxon_181634	Turdoides jardineii
Urocissa erythrorhyncha (Red-billed Blue Magpie)	other bird	http://purl.obolibrary.org/obo/NCBITaxon_56796	Urocissa erythrorhyncha
Vestiaria coccinea	other bird	http://purl.obolibrary.org/obo/NCBITaxon_64815	Vestiaria coccinea
Vireo altiloquus	other bird	http://purl.obolibrary.org/obo/NCBITaxon_34956	Vireo altiloquus
Vireo griseus	other bird	http://purl.obolibrary.org/obo/NCBITaxon_34948	Vireo griseus
Vireo olivaceus	other bird	http://purl.obolibrary.org/obo/NCBITaxon_28733	Vireo olivaceus
Vireo solitarius	other bird	http://purl.obolibrary.org/obo/NCBITaxon_34950	Vireo solitarius
Wattled starling (Creatophora cinerea)	other bird	http://purl.obolibrary.org/obo/NCBITaxon_241776	Creatophora cinerea
Xanthomyza phrygia (Regent Honeyeater)	other bird	http://purl.obolibrary.org/obo/NCBITaxon_266387	Xanthomyza phrygia
Xanthotis flaviventer	other bird	http://purl.obolibrary.org/obo/NCBITaxon_266389	Xanthotis flaviventer
Xiphorhynchus picus	other bird	http://purl.obolibrary.org/obo/NCBITaxon_190282	Xiphorhynchus picus
Zosterops borbonicus	other bird	http://purl.obolibrary.org/obo/NCBITaxon_364589	Zosterops borbonicus
Zosterops borbonicus mauritianus	other bird	http://purl.obolibrary.org/obo/NCBITaxon_364589	Zosterops borbonicus
Zosterops choloronothos	other bird	http://purl.obolibrary.org/obo/NCBITaxon_36298	Zosterops
Zosterops flavifrons	other bird	http://purl.obolibrary.org/obo/NCBITaxon_511756	Zosterops flavifrons
Zosterops griseotinctus (Louisiade white-eye)	other bird	http://purl.obolibrary.org/obo/NCBITaxon_589881	Zosterops griseotinctus
Zosterops lateralis	other bird	http://purl.obolibrary.org/obo/NCBITaxon_43581	Zosterops lateralis
Zosterops maderaspatanus	other bird	http://purl.obolibrary.org/obo/NCBITaxon_364591	Zosterops maderaspatanus
Zosterops maderaspatanus kirki	other bird	http://purl.obolibrary.org/obo/NCBITaxon_364591	Zosterops maderaspatanus
Zosterops mayottensis mayottensis	other bird		
Zosterops mouroniensis	other bird	http://purl.obolibrary.org/obo/NCBITaxon_364587	Zosterops mouroniensis
Zosterops senegalensis	other bird	http://purl.obolibrary.org/obo/NCBITaxon_135989	Zosterops senegalensis
Zosterops xanthochrous	other bird	http://purl.obolibrary.org/obo/NCBITaxon_690283	Zosterops xanthochroa
Ommatogammarus albinus	other crustacean	http://purl.obolibrary.org/obo/NCBITaxon_315607	Ommatogammarus albinus
Abramis brama	other fish	http://purl.obolibrary.org/obo/NCBITaxon_38527	Abramis brama
Abramis bramis	other fish	http://purl.obolibrary.org/obo/NCBITaxon_38526	Abramis
Abramis sapa	other fish	http://purl.obolibrary.org/obo/NCBITaxon_38526	Abramis
Acerina cernua	other fish	http://purl.obolibrary.org/obo/NCBITaxon_57865	Gymnocephalus cernuus
Acipenser ruthenus	other fish	http://purl.obolibrary.org/obo/NCBITaxon_7906	Acipenser ruthenus
Alburnus alburnus	other fish	http://purl.obolibrary.org/obo/NCBITaxon_54556	Alburnus alburnus
Anguilla anguilla	other fish	http://purl.obolibrary.org/obo/NCBITaxon_7936	Anguilla anguilla
Aristichthys nobilis	other fish	http://purl.obolibrary.org/obo/NCBITaxon_7965	Hypophthalmichthys nobilis
Astronotus ocellatus	other fish	http://purl.obolibrary.org/obo/NCBITaxon_50733	Astronotus ocellatus
Atlantic cod (Gadus morhua)	other fish	http://purl.obolibrary.org/obo/NCBITaxon_8049	Gadus morhua
Barbus barbus	other fish	http://purl.obolibrary.org/obo/NCBITaxon_40830	Barbus barbus
Blicca bjoerkna	other fish	http://purl.obolibrary.org/obo/NCBITaxon_58317	Blicca bjoerkna
Brosme brosme	other fish	http://purl.obolibrary.org/obo/NCBITaxon_81638	Brosme brosme
Bunocephalus coracoideus	other fish	http://purl.obolibrary.org/obo/NCBITaxon_385276	Bunocephalus coracoideus
Carassius auratus	other fish	http://purl.obolibrary.org/obo/NCBITaxon_7957	Carassius auratus
Carassius carassius	other fish	http://purl.obolibrary.org/obo/NCBITaxon_217509	Carassius carassius
Carassius gibelio	other fish	http://purl.obolibrary.org/obo/NCBITaxon_101364	Carassius gibelio
Clarias angelensis	other fish		
Clarias batrachus	other fish	http://purl.obolibrary.org/obo/NCBITaxon_59899	Clarias batrachus
Clarias macrocephalus x Clarias gariepinus	other fish	http://purl.obolibrary.org/obo/NCBITaxon_35657	Clarias macrocephalus
Corydoras leucomelas	other fish	http://purl.obolibrary.org/obo/NCBITaxon_927903	Corydoras leucomelas
Cyprinus carpio	other fish	http://purl.obolibrary.org/obo/NCBITaxon_7962	Cyprinus carpio
Enchelyopus cimbrius	other fish	http://purl.obolibrary.org/obo/NCBITaxon_81640	Enchelyopus cimbrius
Epinephelus chlorostigma	other fish	http://purl.obolibrary.org/obo/NCBITaxon_306578	Epinephelus chlorostigma
Esox lucius	other fish	http://purl.obolibrary.org/obo/NCBITaxon_8010	Esox lucius
fish	other fish		
Gadus morhua	other fish	http://purl.obolibrary.org/obo/NCBITaxon_8049	Gadus morhua
Gadus morhua 'A' (Pisces, Gadidae)	other fish	http://purl.obolibrary.org/obo/NCBITaxon_8049	Gadus morhua
Gadus morhua fed on by leech Calliobdella nodulifera	other fish	http://purl.obolibrary.org/obo/NCBITaxon_8049	Gadus morhua
Gasterosteus aculeatus	other fish	http://purl.obolibrary.org/obo/NCBITaxon_69293	Gasterosteus aculeatus
Gerres oblongus (silver biddy)	other fish	http://purl.obolibrary.org/obo/NCBITaxon_435153	Gerres oblongus
Gnathonemus petersii	other fish	http://purl.obolibrary.org/obo/NCBITaxon_42645	Gnathonemus petersii
Gobio gobio	other fish	http://purl.obolibrary.org/obo/NCBITaxon_27704	Gobio gobio
Gobius fluviatilis	other fish	http://purl.obolibrary.org/obo/NCBITaxon_320562	Neogobius fluviatilis
Gobius kessleri	other fish	http://purl.obolibrary.org/obo/NCBITaxon_45204	Gobius
Gobius melanostomus	other fish	http://purl.obolibrary.org/obo/NCBITaxon_45204	Gobius
gold gourami	other fish		
goldfish	other fish		
Gymnocephalus cernua	other fish	http://purl.obolibrary.org/obo/NCBITaxon_39193	Gymnocephalus
Gymnocephalus cernuus	other fish	http://purl.obolibrary.org/obo/NCBITaxon_57865	Gymnocephalus cernuus
Hippoglossus hippoglossus fed on by leech Johanssonia arctica	other fish	http://purl.obolibrary.org/obo/NCBITaxon_8267	Hippoglossus hippoglossus
Hypophthalmichthys molitrix	other fish	http://purl.obolibrary.org/obo/NCBITaxon_13095	Hypophthalmichthys molitrix
ide (Leuciscus idus)	other fish	http://purl.obolibrary.org/obo/NCBITaxon_69811	Leuciscus idus
Lates calcarifer (Asian seabass)	other fish	http://purl.obolibrary.org/obo/NCBITaxon_8187	Lates calcarifer
Lates calcarifer (Barramundi)	other fish	http://purl.obolibrary.org/obo/NCBITaxon_8187	Lates calcarifer
Lepidorhombus whiffiagonis (Pisces, Scophthalmidae)	other fish	http://purl.obolibrary.org/obo/NCBITaxon_154550	Lepidorhombus whiffiagonis
Leuciscus cephalus	other fish	http://purl.obolibrary.org/obo/NCBITaxon_8284	Squalius cephalus
Lophius litulon	other fish	http://purl.obolibrary.org/obo/NCBITaxon_30790	Lophius litulon
Lota lota	other fish	http://purl.obolibrary.org/obo/NCBITaxon_69944	Lota lota
Maccullochella peelii peelii (Murray cod)	other fish	http://purl.obolibrary.org/obo/NCBITaxon_135761	Maccullochella peelii
Melanogrammus aeglefinus (Pisces, Gadidae)	other fish	http://purl.obolibrary.org/obo/NCBITaxon_8056	Melanogrammus aeglefinus
Merlangius merlangus	other fish	http://purl.obolibrary.org/obo/NCBITaxon_8058	Merlangius merlangus
neon tetra	other fish	http://purl.obolibrary.org/obo/NCBITaxon_153410	Neon
Oncorhynchus mykiss (rainbow trout)	other fish	http://purl.obolibrary.org/obo/NCBITaxon_8022	Oncorhynchus mykiss
Pagrus pagrus	other fish	http://purl.obolibrary.org/obo/NCBITaxon_8173	Pagrus pagrus
Perca flavescens	other fish	http://purl.obolibrary.org/obo/NCBITaxon_8167	Perca flavescens
Perca fluviatilis	other fish	http://purl.obolibrary.org/obo/NCBITaxon_8168	Perca fluviatilis
Pseudobagras fulvidraco	other fish		
Pterophyllum scalare	other fish	http://purl.obolibrary.org/obo/NCBITaxon_74131	Pterophyllum scalare
Puntius tetrazona	other fish	http://purl.obolibrary.org/obo/NCBITaxon_27709	Systomus tetrazona
rainbow trout	other fish		
red eye tetra	other fish		
Rutilus rutilus	other fish	http://purl.obolibrary.org/obo/NCBITaxon_48668	Rutilus rutilus
Sander lucioperca	other fish	http://purl.obolibrary.org/obo/NCBITaxon_283035	Sander lucioperca
Saurida tumbil	other fish	http://purl.obolibrary.org/obo/NCBITaxon_445361	Saurida tumbil
Scardinius erythrophthalmus	other fish	http://purl.obolibrary.org/obo/NCBITaxon_58319	Scardinius erythrophthalmus
Scardinus erythrophthalmus	other fish		
Seriola quinqueradiata	other fish	http://purl.obolibrary.org/obo/NCBITaxon_8161	Seriola quinqueradiata
Silurus glanis	other fish	http://purl.obolibrary.org/obo/NCBITaxon_94993	Silurus glanis
Solea senegalensis	other fish	http://purl.obolibrary.org/obo/NCBITaxon_28829	Solea senegalensis
Sparus aurata (gilthead sea bream)	other fish	http://purl.obolibrary.org/obo/NCBITaxon_8175	Sparus aurata
Taurulus bubalis	other fish	http://purl.obolibrary.org/obo/NCBITaxon_61643	Taurulus bubalis
Tinca tinca	other fish	http://purl.obolibrary.org/obo/NCBITaxon_27717	Tinca tinca
Trigla lineata	other fish	http://purl.obolibrary.org/obo/NCBITaxon_27775	Trigla
Aeptus singularis	other insect		
Alydinae gen. sp.	other insect		
Alydinae sp.	other insect		
Aquarius p. paludum	other insect	http://purl.obolibrary.org/obo/NCBITaxon_36162	Aquarius
Aquarius paludum paludum	other insect	http://purl.obolibrary.org/obo/NCBITaxon_95691	Aquarius paludum
Aspilocoryphus fasciativentris	other insect		
Biting midge (Culicoides cubitalis)	other insect	http://purl.obolibrary.org/obo/NCBITaxon_198116	Culicoides arakawae (biting midge)
biting midge (Culicoides festivipennis)	other insect	http://purl.obolibrary.org/obo/NCBITaxon_309026	Culicoides festivipennis
Blaberus discoidalis	other insect	http://purl.obolibrary.org/obo/NCBITaxon_6981	Blaberus discoidalis
Blattella germanica	other insect	http://purl.obolibrary.org/obo/NCBITaxon_6973	Blattella germanica
Chaetopsylla globiceps	other insect	http://purl.obolibrary.org/obo/NCBITaxon_507014	Chaetopsylla
Chaetopsylla sp.	other insect	http://purl.obolibrary.org/obo/NCBITaxon_507014	Chaetopsylla
Cletus bipunctatus	other insect	http://purl.obolibrary.org/obo/NCBITaxon_237098	Cletus
Cletus unifasciatus	other insect	http://purl.obolibrary.org/obo/NCBITaxon_237098	Cletus
Coranus sp.	other insect	http://purl.obolibrary.org/obo/NCBITaxon_470215	Coranus
Culicoides (Oecacta) cubitalis	other insect	http://purl.obolibrary.org/obo/NCBITaxon_58271	Culicoides
Culicoides (Oecacta) truncorum	other insect	http://purl.obolibrary.org/obo/NCBITaxon_483659	Culicoides truncorum
Culicoides festivipennis	other insect	http://purl.obolibrary.org/obo/NCBITaxon_309026	Culicoides festivipennis
Culicoides kibunensis	other insect	http://purl.obolibrary.org/obo/NCBITaxon_309028	Culicoides kibunensis
Culicoides pictipennis	other insect	http://purl.obolibrary.org/obo/NCBITaxon_309031	Culicoides pictipennis
Culicoides simulator	other insect	http://purl.obolibrary.org/obo/NCBITaxon_915054	Culicoides simulator
Culicoides truncorum	other insect	http://purl.obolibrary.org/obo/NCBITaxon_483659	Culicoides truncorum
Dieuches albostriatus	other insect	http://purl.obolibrary.org/obo/NCBITaxon_237391	Dieuches
Dieuches armatipes	other insect	http://purl.obolibrary.org/obo/NCBITaxon_237391	Dieuches
Dieuches pamelae	other insect	http://purl.obolibrary.org/obo/NCBITaxon_237391	Dieuches
Dipetalogaster maxima	other insect	http://purl.obolibrary.org/obo/NCBITaxon_72496	Dipetalogaster maximus
Diplonychus rusticus	other insect	http://purl.obolibrary.org/obo/NCBITaxon_575839	Diplonychus rusticus
Durmia varicornis varicornis	other insect		
Dysdercus fasciatus	other insect	http://purl.obolibrary.org/obo/NCBITaxon_191327	Dysdercus
Dysdercus poecilus	other insect	http://purl.obolibrary.org/obo/NCBITaxon_299279	Dysdercus poecilus
Dysdercus suturellus	other insect	http://purl.obolibrary.org/obo/NCBITaxon_191327	Dysdercus
Dysdercus suturellus ATCC 30220	other insect	http://purl.obolibrary.org/obo/NCBITaxon_191327	Dysdercus
Ectomocoris fenestratus	other insect	http://purl.obolibrary.org/obo/NCBITaxon_633513	Ectomocoris
Elasmolomus squalidus	other insect		
Empoasca fabae	other insect	http://purl.obolibrary.org/obo/NCBITaxon_139595	Empoasca fabae
Eysarcoris guttigerus	other insect	http://purl.obolibrary.org/obo/NCBITaxon_702481	Eysarcoris
Eysarcoris ventralis	other insect	http://purl.obolibrary.org/obo/NCBITaxon_702481	Eysarcoris
Geocoris varius	other insect	http://purl.obolibrary.org/obo/NCBITaxon_702477	Geocoris varius
Gerris (Macrogerris) sp.	other insect	http://purl.obolibrary.org/obo/NCBITaxon_56096	Gerris
Gerris comatus	other insect	http://purl.obolibrary.org/obo/NCBITaxon_56097	Gerris comatus
Gerris lacustris	other insect	http://purl.obolibrary.org/obo/NCBITaxon_108914	Gerris lacustris
Gerris rufoscutellatus	other insect	http://purl.obolibrary.org/obo/NCBITaxon_56096	Gerris
Gryllus pennsylvanicus	other insect	http://purl.obolibrary.org/obo/NCBITaxon_51074	Gryllus pennsylvanicus
Iphita limbata	other insect		
Leptocoris trivittatus ATCC 30265	other insect	http://purl.obolibrary.org/obo/NCBITaxon_335997	Leptocoris
Leptocorisa lepida	other insect	http://purl.obolibrary.org/obo/NCBITaxon_236727	Leptocorisa
Leptopterna dolabrata	other insect	http://purl.obolibrary.org/obo/NCBITaxon_881489	Leptopterna dolabrata
Limnogonus hypoleucus	other insect	http://purl.obolibrary.org/obo/NCBITaxon_913167	Limnogonus hypoleucus
Liorhyssus hyalinus	other insect	http://purl.obolibrary.org/obo/NCBITaxon_883173	Liorhyssus hyalinus
Melamphaus faber	other insect	http://purl.obolibrary.org/obo/NCBITaxon_238646	Melamphaus
Melanoplus differentialis	other insect	http://purl.obolibrary.org/obo/NCBITaxon_30253	Melanoplus differentialis
Mepraia spinolai	other insect	http://purl.obolibrary.org/obo/NCBITaxon_162383	Mepraia spinolai
Metochus sp.	other insect	http://purl.obolibrary.org/obo/NCBITaxon_696903	Metochus
Mirperus jaculus	other insect		
Monopsyllus sciurorum	other insect		
Nabicula flavomarginata	other insect	http://purl.obolibrary.org/obo/NCBITaxon_347970	Nabicula
Nabis brevis	other insect	http://purl.obolibrary.org/obo/NCBITaxon_347967	Nabis brevis
Nabis flavomarginatus	other insect	http://purl.obolibrary.org/obo/NCBITaxon_347972	Nabis flavomarginatus
Nagusta cf. punctaticollis	other insect		
Oncopeltus fasciatus ATCC 12982	other insect	http://purl.obolibrary.org/obo/NCBITaxon_7536	Oncopeltus fasciatus
Oncopeltus sp.	other insect	http://purl.obolibrary.org/obo/NCBITaxon_7535	Oncopeltus
Panstrongylus geniculatus	other insect	http://purl.obolibrary.org/obo/NCBITaxon_156442	Panstrongylus geniculatus
Panstrongylus megistus	other insect	http://purl.obolibrary.org/obo/NCBITaxon_65343	Panstrongylus megistus
Phaedon brassicae	other insect	http://purl.obolibrary.org/obo/NCBITaxon_154011	Phaedon brassicae
Physopelta festiva	other insect	http://purl.obolibrary.org/obo/NCBITaxon_209985	Physopelta
Platymeris rhadamanthus	other insect	http://purl.obolibrary.org/obo/NCBITaxon_633605	Platymeris
Proboscidocoris fuliginosus	other insect	http://purl.obolibrary.org/obo/NCBITaxon_567415	Proboscidocoris
Rhodnius brethesi	other insect	http://purl.obolibrary.org/obo/NCBITaxon_72487	Rhodnius brethesi
Rhodnius colombiensis	other insect	http://purl.obolibrary.org/obo/NCBITaxon_162360	Rhodnius colombiensis
Rhodnius neglectus	other insect	http://purl.obolibrary.org/obo/NCBITaxon_72488	Rhodnius neglectus
Rhodnius pallescens	other insect	http://purl.obolibrary.org/obo/NCBITaxon_72489	Rhodnius pallescens
Rhodnius pictipes	other insect	http://purl.obolibrary.org/obo/NCBITaxon_69253	Rhodnius pictipes
Rhodnius prolixus	other insect	http://purl.obolibrary.org/obo/NCBITaxon_13249	Rhodnius prolixus
Rhodnius robustus	other insect	http://purl.obolibrary.org/obo/NCBITaxon_72490	Rhodnius robustus
Rhodnius robustus II	other insect		
Rhodnius sp.	other insect	http://purl.obolibrary.org/obo/NCBITaxon_13248	Rhodnius
Rhodnius stali	other insect	http://purl.obolibrary.org/obo/NCBITaxon_98666	Rhodnius stali
Rhynocoris albopilosus	other insect	http://purl.obolibrary.org/obo/NCBITaxon_488299	Rhynocoris
Rhynocoris bicolor	other insect	http://purl.obolibrary.org/obo/NCBITaxon_488299	Rhynocoris
Rhynocoris rapax	other insect	http://purl.obolibrary.org/obo/NCBITaxon_488299	Rhynocoris
Rhynocoris sp.	other insect	http://purl.obolibrary.org/obo/NCBITaxon_488299	Rhynocoris
Riptortus tenuicornis	other insect	http://purl.obolibrary.org/obo/NCBITaxon_41703	Riptortus
Salda littoralis	other insect	http://purl.obolibrary.org/obo/NCBITaxon_528090	Salda
Saldula pallipes	other insect	http://purl.obolibrary.org/obo/NCBITaxon_50656	Saldula pallipes
Sarju taungyiana	other insect		
Sepontia nitens	other insect		
Sphedanolestes picturellus	other insect	http://purl.obolibrary.org/obo/NCBITaxon_204545	Sphedanolestes
Spilopsyllus cuniculi	other insect	http://purl.obolibrary.org/obo/NCBITaxon_476434	Spilopsyllus cuniculi
Spilostethus pandurus	other insect	http://purl.obolibrary.org/obo/NCBITaxon_696888	Spilostethus pandurus
Stenozygum alienatum	other insect		
Tapirocoris cf. limbatus	other insect		
Tenagogonus albovittatus	other insect	http://purl.obolibrary.org/obo/NCBITaxon_95670	Tenagogonus
Triatoma barberi	other insect	http://purl.obolibrary.org/obo/NCBITaxon_133191	Triatoma barberi
Triatoma dimidiata	other insect	http://purl.obolibrary.org/obo/NCBITaxon_72491	Triatoma dimidiata
Triatoma garciabesi	other insect	http://purl.obolibrary.org/obo/NCBITaxon_162371	Triatoma garciabesi
Triatoma guasayana	other insect	http://purl.obolibrary.org/obo/NCBITaxon_65346	Triatoma guasayana
Triatoma infestans	other insect	http://purl.obolibrary.org/obo/NCBITaxon_30076	Triatoma infestans
Triatoma nitida	other insect	http://purl.obolibrary.org/obo/NCBITaxon_72492	Triatoma nitida
Triatoma pallidipennis	other insect	http://purl.obolibrary.org/obo/NCBITaxon_30077	Triatoma pallidipennis
Triatoma rubrovaria	other insect	http://purl.obolibrary.org/obo/NCBITaxon_65348	Triatoma rubrovaria
Triatoma sanguisuga	other insect	http://purl.obolibrary.org/obo/NCBITaxon_72494	Triatoma sanguisuga
Triatoma spinolai	other insect	http://purl.obolibrary.org/obo/NCBITaxon_162383	Mepraia spinolai
unidentified bug	other insect		
Vostox brunneipennis	other insect		
Zelus leucogrammus	other insect	http://purl.obolibrary.org/obo/NCBITaxon_633631	Zelus
Zelus sp.	other insect	http://purl.obolibrary.org/obo/NCBITaxon_633631	Zelus
