variable	variable2	values	mappedTerm
hh_12m::whyother	hh_12m::whyother	NEVER HAD AN ID	Did not have a national identification card
hh_12m::whyother	hh_12m::whyother	WE HAD NOT REGISTERED DUE TO THE FACT THAT DID HAVE THE NATIONAL ID	Did not have a national identification card
hh_18m::whyother	hh_18m::whyother	NEVER HAD NATIONAL ID	Did not have a national identification card
hh_18m::whyother	hh_18m::whyother	SHE DID NOT HAVE THE NATIONAL ID WHICH WAS TO BE PRESENTED UPON COLLECTING NETS	Did not have a national identification card
hh_18m::whyother	hh_18m::whyother	THE ID WAS NOT THEIR HENCE THEY REFUSED TO REGISTER THE HOUSEHOLD	Did not have a national identification card
hh_18m::whyother	hh_18m::whyother	THE LOCAL LEADERS REFUSED TO GIVE ME THAT I DID NOT HAVE A NATIONAL ID	Did not have a national identification card
hh_12m::whyother	hh_12m::whyother	DOESNOT KNOW WHY THEY WERE LEFT OUT	Don't know
hh_18m::whyother	hh_18m::whyother	SHE WAS NOT SURE WHETHER SHE GOT NETS OR NOT	Don't know
hh_06m::whyother	hh_06m::whyother	WERE TOLD THEY ARE OF BAD QUALITY	Household believes the LLINs are of bad quality
hh_06m::whyother	hh_06m::whyother	"I FORGOT THE DAY THE NETS WERE DISTRIBUTED, ON FOLLOW UP I WASN'T GIVEN"	Household did not go to collect the LLINs
hh_06m::whyother	hh_06m::whyother	LONG LINEE DURING DISTRIBUTION	Household did not go to collect the LLINs
hh_12m::whyother	hh_12m::whyother	THEY NEVER WENT TO PICK	Household did not go to collect the LLINs
hh_18m::whyother	hh_18m::whyother	HAD A CHAOTIC SCUNDLE DURING NET DISTRIBUTION	Household did not go to collect the LLINs
hh_06m::whyother	hh_06m::whyother	I WAS NOT THERE TIME OF REGISTRATION	Household did not register to receive LLINs
hh_06m::whyother	hh_06m::whyother	NOT REGISTERED BY VILLAGE LEADERS FOR NET DISTRIBUTION	Household did not register to receive LLINs
hh_06m::whyother	hh_06m::whyother	THEY  NEVER REGISTERED	Household did not register to receive LLINs
hh_06m::whyother	hh_06m::whyother	THEY WERE NOT REGISTERED FOR NETS	Household did not register to receive LLINs
hh_06m::whyother	hh_06m::whyother	WHEN THEY WERE REGISTERING I WAS AWAY	Household did not register to receive LLINs
hh_12m::whyother	hh_12m::whyother	DID NOT REGISTER FOR THE NETS	Household did not register to receive LLINs
hh_12m::whyother	hh_12m::whyother	DIDNT REGISTER	Household did not register to receive LLINs
hh_12m::whyother	hh_12m::whyother	DIDNT SEE THE PEOPLE REGISTERING	Household did not register to receive LLINs
hh_12m::whyother	hh_12m::whyother	I WAS NOT REGISTERD TO  RECIEVE A NET  BECAUSE I WAS AWAY	Household did not register to receive LLINs
hh_12m::whyother	hh_12m::whyother	NOT REGISTERED	Household did not register to receive LLINs
hh_12m::whyother	hh_12m::whyother	SHE WAS NOT REGISTERED AND HENCE WAS NOT GIVEN THE NET	Household did not register to receive LLINs
hh_12m::whyother	hh_12m::whyother	WE WERE NOT REGISTERED	Household did not register to receive LLINs
hh_12m::whyother	hh_12m::whyother	WERE NOT REGISTERED	Household did not register to receive LLINs
hh_18m::whyother	hh_18m::whyother	NOT REGISTERED	Household did not register to receive LLINs
hh_18m::whyother	hh_18m::whyother	THE HOUSEHOLD MEMBERS WERE NOT REGISTERED BY THE WERE REGISTERING	Household did not register to receive LLINs
hh_18m::whyother	hh_18m::whyother	THEY NOT REGISTRED FOR NETS	Household did not register to receive LLINs
hh_18m::whyother	hh_18m::whyother	THEY WERE NOT REGISTRED FOR NETS	Household did not register to receive LLINs
hh_18m::whyother	hh_18m::whyother	WAS NOT REGISTERED	Household did not register to receive LLINs
hh_18m::whyother	hh_18m::whyother	WE WERE NOT AROUND DURING THE REGISTRATION	Household did not register to receive LLINs
hh_18m::whyother	hh_18m::whyother	WE WERE NOT REGISTERED	Household did not register to receive LLINs
hh_06m::whyother	hh_06m::whyother	REGISTER IN A DIFFERENT PLACE AND SHIFTED	Household had recently moved to the village
hh_06m::whyother	hh_06m::whyother	WE SHIFTED AND WE HAD NOT REGISTERED IN THE NEW AREA	Household had recently moved to the village
hh_12m::whyother	hh_12m::whyother	I AM A NEW RESIDENT IN THIS AREA	Household had recently moved to the village
hh_12m::whyother	hh_12m::whyother	I AM A NEW RESIDENT IN THIS VILLAGE	Household had recently moved to the village
hh_12m::whyother	hh_12m::whyother	WE WERE NEW IN THE VILLAGE	Household had recently moved to the village
hh_12m::whyother	hh_12m::whyother	WE WERE NEW IN THE VILLAGE AT THE TIME THE NETS WERE DISTRIBUTED	Household had recently moved to the village
hh_12m::whyother	hh_12m::whyother	WE WERE NEW IN THIS AREA AT THE TIME OF NET DISTRIBUTION SO WE WERE NOT GIVEN.	Household had recently moved to the village
hh_18m::whyother	hh_18m::whyother	EW WERE NEW IN AREA	Household had recently moved to the village
hh_18m::whyother	hh_18m::whyother	GOT REGISTRED FROM HIMA AND SHIFTED TO THIS PLACE BEFORE SHE GOT NETS	Household had recently moved to the village
hh_18m::whyother	hh_18m::whyother	NEW TO THE PLACE	Household had recently moved to the village
hh_18m::whyother	hh_18m::whyother	SHE WAS NOT YET STAYING HERE	Household had recently moved to the village
hh_18m::whyother	hh_18m::whyother	THEY HAD JUST RELOCATED TO THIS AREA	Household had recently moved to the village
hh_18m::whyother	hh_18m::whyother	WE WERE NEW IN THE VILLAGE	Household had recently moved to the village
hh_06m::whyother	hh_06m::whyother	WE BOUGHT OUR OWN	Household purchased their own bednets
hh_06m::whyother	hh_06m::whyother	I WASNT AROUND	Household was away when the LLINs were distributed
hh_06m::whyother	hh_06m::whyother	SHE WAS NOT AROUND BY THE TIME OF DISTRIBUTING.	Household was away when the LLINs were distributed
hh_06m::whyother	hh_06m::whyother	WAS NOT AROUND	Household was away when the LLINs were distributed
hh_06m::whyother	hh_06m::whyother	WERE NOT AROUND DURING DISTRIBUTION	Household was away when the LLINs were distributed
hh_12m::whyother	hh_12m::whyother	THE PARTICIPANTS WERE NOT AROUND	Household was away when the LLINs were distributed
hh_12m::whyother	hh_12m::whyother	THEY HAD GONE TO CHURCH HENCE MISSED THEM	Household was away when the LLINs were distributed
hh_12m::whyother	hh_12m::whyother	WAS NOT AROUND	Household was away when the LLINs were distributed
hh_18m::whyother	hh_18m::whyother	HOUSEHOLD MEMBERS HAD GONE FOR BURIAL	Household was away when the LLINs were distributed
hh_18m::whyother	hh_18m::whyother	THEY WERE NOT AROUND	Household was away when the LLINs were distributed
hh_18m::whyother	hh_18m::whyother	WERE AWAY	Household was away when the LLINs were distributed
hh_12m::whyother	hh_12m::whyother	NEVER KNEW WHEN SUPPLIED	Household was never told to collect the LLINs
hh_12m::whyother	hh_12m::whyother	THE HOUSEHOLD WAS NOT RECRUITED FOR NETS	Household was not informed of the UCC LLIN distribution
hh_12m::whyother	hh_12m::whyother	THEY HAD NO INFORMATION ABOUT THE NETS	Household was not informed of the UCC LLIN distribution
hh_18m::whyother	hh_18m::whyother	NOT INTERESTED	Household was not interested in receiving LLINs
hh_06m::whyother	hh_06m::whyother	HER NAME WAS NOT IN THE REGISTER ON TIME OF COLLECTION	Household was not on the registration list at time of LLIN distribution
hh_06m::whyother	hh_06m::whyother	IN THE BOUNDARY AND LC'S HAD CONFLICTING THOUGHTS  ON THEIR LC	Household was not on the registration list at time of LLIN distribution
hh_06m::whyother	hh_06m::whyother	MY NAME WAS MISSING IN THELIST	Household was not on the registration list at time of LLIN distribution
hh_12m::whyother	hh_12m::whyother	LOCAL LEADER NEVER REGISTERED US	Household was not on the registration list at time of LLIN distribution
hh_12m::whyother	hh_12m::whyother	WE WERE TOLD THE FRM THAT HAD OUR NAMES GOT LOST	Household was not on the registration list at time of LLIN distribution
hh_12m::whyother	hh_12m::whyother	WE WERE TOLD WE BELONGED TO A DIFFERENT VILLAGE	Household was not on the registration list at time of LLIN distribution
hh_18m::whyother	hh_18m::whyother	HIS FAMILY NAME DIDNT APPEAR ON THE LIST OF DISTRIBUTION	Household was not on the registration list at time of LLIN distribution
hh_06m::whyother	hh_06m::whyother	DISTRIBUTING AREA WAS FAR	Household was too far from where the LLINs were being distributed
hh_06m::whyother	hh_06m::whyother	FAR FROM DISTRIBUTION POINT	Household was too far from where the LLINs were being distributed
hh_06m::whyother	hh_06m::whyother	THE CHAIRMAN REFUSED TO GIVE OUR HOUSEHOLD	Local leaders would not give LLINs to the household
hh_06m::whyother	hh_06m::whyother	THE LOCAL LEADER DENIED ME NET DUE TO FAMILY DIFFERENCES	Local leaders would not give LLINs to the household
hh_06m::whyother	hh_06m::whyother	THE LOCAL LEADERS RECEIVED NETS BUT NEVER GAVE THEM	Local leaders would not give LLINs to the household
hh_06m::whyother	hh_06m::whyother	THEY NEVER JUST GAVE US	Local leaders would not give LLINs to the household
hh_06m::whyother	hh_06m::whyother	THEY REFUSED TO GIVE	Local leaders would not give LLINs to the household
hh_06m::whyother	hh_06m::whyother	WAS NOT GIVEN	Local leaders would not give LLINs to the household
hh_12m::whyother	hh_12m::whyother	THE LOCAL LEADERS REFUSED TO GIVE OUR HOUSE NETS.	Local leaders would not give LLINs to the household
hh_18m::whyother	hh_18m::whyother	LOCAL LEADERS REFUSED TO GIVE NETS TO SOME OF US	Local leaders would not give LLINs to the household
hh_18m::whyother	hh_18m::whyother	NETS DISTRIBUTION WAS POLITICALY INFLUENCED	Local leaders would not give LLINs to the household
hh_18m::whyother	hh_18m::whyother	WERE ASKED TO PAY MONEY FIRST WHICH THEY DIDNT HAVE	Local leaders would not give LLINs to the household
hh_06m::whyother	hh_06m::whyother	-9	Not applicable
hh_12m::whyother	hh_12m::whyother	-9	Not applicable
hh_18m::whyother	hh_18m::whyother	-9	Not applicable
hh_06m::whyother	hh_06m::whyother	NETS GOT FINISHED	The supply of LLINs ran out
hh_06m::whyother	hh_06m::whyother	NETS GOT FINISHED AND SO SHE MISSED OUT	The supply of LLINs ran out
hh_06m::whyother	hh_06m::whyother	NETS WERE ALREADY FINISHED	The supply of LLINs ran out
hh_06m::whyother	hh_06m::whyother	NETS WERE FINISHED	The supply of LLINs ran out
hh_06m::whyother	hh_06m::whyother	THEY WERE FINISHED	The supply of LLINs ran out
hh_06m::whyother	hh_06m::whyother	THEY WERE NOT ENOUGH	The supply of LLINs ran out
hh_06m::whyother	hh_06m::whyother	TOLD NETS WERE OVER AND NOT ENOUGH	The supply of LLINs ran out
hh_06m::whyother	hh_06m::whyother	WAS NOT IN THE AREA BY THE TIME THEY DISTRIBUTED	The supply of LLINs ran out
hh_06m::whyother	hh_06m::whyother	WE WAITED IN VAIN	The supply of LLINs ran out
hh_06m::whyother	hh_06m::whyother	WE WENT AND FOUND NETS WERE FINISHED	The supply of LLINs ran out
hh_12m::whyother	hh_12m::whyother	GAVE THEM OUT	The supply of LLINs ran out
hh_12m::whyother	hh_12m::whyother	LOCAL LEADERS SAIDS NETS WERE NOT ENOUGH	The supply of LLINs ran out
hh_12m::whyother	hh_12m::whyother	NETS WERE NOT ENOUGH	The supply of LLINs ran out
hh_12m::whyother	hh_12m::whyother	NETS WERE OVER BY THE TIME WE WENT TO COLLECT THEM	The supply of LLINs ran out
hh_12m::whyother	hh_12m::whyother	THE NETS WERE NOT ENOUGH	The supply of LLINs ran out
hh_12m::whyother	hh_12m::whyother	THEY TOLD US THAT NETS WERE NOT ENOUGH	The supply of LLINs ran out
hh_12m::whyother	hh_12m::whyother	THEY TOLD US TO COLLECT THE NEXT DAY BUT WE WENT AGAIN AND DIDNT GET THE NETS	The supply of LLINs ran out
hh_12m::whyother	hh_12m::whyother	TOLD NETS WERE OVER	The supply of LLINs ran out
hh_12m::whyother	hh_12m::whyother	WE WENT AND THEY TOLD US THAT NETS WERE FEW	The supply of LLINs ran out
hh_18m::whyother	hh_18m::whyother	THEY WRE TOLD MOSQUITO NETS WERE FINISHED	The supply of LLINs ran out
hh_18m::whyother	hh_18m::whyother	THE LOCAL  LEADER TOLD US THAT IF WE HAVE ANY NET DON'T PICK THESE ONES	Told that their household did not need LLINs
hh_member_06m::relation	hh_member_06m::relation	17	Renter / student boarder
hh_member_18m::relation	hh_member_18m::relation	17	Renter / student boarder
hh_12m::otherfcy	hh_12m::otherfcy	-9	:::UNDEF:::
hh_12m::otherfcy	hh_12m::otherfcy	HANGING PIT LATRINE	Uncovered pit latrine without slab
hh_12m::otherfcy	hh_12m::otherfcy	"JUST DIGGING NEW LATRINE, THE ONE IS FULL"	"No facility, bush, or field"
hh_12m::tfaclty	hh_12m::tfaclty	96	:::UNDEF:::
hh_member_12m::survey	hh_member_12m::survey	3	12
hh_member_18m::survey	hh_member_18m::survey	4	18
hh_member_06m::survey	hh_member_06m::survey	2	6
hh_member_00m::survey	hh_member_00m::survey	1	0
hh_06m::ppbaselinecat	hh_06m::ppbaselinecat	NA	:::UNDEF:::
hh_12m::ppbaselinecat	hh_12m::ppbaselinecat	NA	:::UNDEF:::
hh_18m::ppbaselinecat	hh_18m::ppbaselinecat	NA	:::UNDEF:::
hh_06m::logppb	hh_06m::logppb	NA	:::UNDEF:::
hh_12m::logppb	hh_12m::logppb	NA	:::UNDEF:::
hh_18m::logppb	hh_18m::logppb	NA	:::UNDEF:::
hh_00m::loganophelesb	hh_00m::loganophelesb	NA	:::UNDEF:::
hh_12m::loganophelesb	hh_12m::loganophelesb	NA	:::UNDEF:::
hh_18m::loganophelesb	hh_18m::loganophelesb	NA	:::UNDEF:::
hh_00m::anophelesb	hh_00m::anophelesb	NA	:::UNDEF:::
hh_12m::anophelesb	hh_12m::anophelesb	NA	:::UNDEF:::
hh_18m::anophelesb	hh_18m::anophelesb	NA	:::UNDEF:::
hh_06m::loga11pb	hh_06m::loga11pb	NA	:::UNDEF:::
hh_12m::loga11pb	hh_12m::loga11pb	NA	:::UNDEF:::
hh_18m::loga11pb	hh_18m::loga11pb	NA	:::UNDEF:::
hh_06m::housetype	hh_06m::housetype	NA	:::UNDEF:::
hh_12m::housetype	hh_12m::housetype	NA	:::UNDEF:::
hh_18m::housetype	hh_18m::housetype	NA	:::UNDEF:::
hh_06m::rmsleep	hh_06m::rmsleep	NA	:::UNDEF:::
hh_12m::rmsleep	hh_12m::rmsleep	NA	:::UNDEF:::
hh_18m::rmsleep	hh_18m::rmsleep	NA	:::UNDEF:::
hh_06m::headhhagecat	hh_06m::headhhagecat	NA	:::UNDEF:::
hh_12m::headhhagecat	hh_12m::headhhagecat	NA	:::UNDEF:::
hh_18m::headhhagecat	hh_18m::headhhagecat	NA	:::UNDEF:::
hh_06m::hhgender	hh_06m::hhgender	NA	:::UNDEF:::
hh_12m::hhgender	hh_12m::hhgender	NA	:::UNDEF:::
hh_18m::hhgender	hh_18m::hhgender	NA	:::UNDEF:::
hh_06m::totalsleptnet	hh_06m::totalsleptnet	NA	:::UNDEF:::
hh_12m::totalsleptnet	hh_12m::totalsleptnet	NA	:::UNDEF:::
hh_18m::totalsleptnet	hh_18m::totalsleptnet	NA	:::UNDEF:::
hh_06m::ageunder5sleptnet	hh_06m::ageunder5sleptnet	NA	:::UNDEF:::
hh_12m::ageunder5sleptnet	hh_12m::ageunder5sleptnet	NA	:::UNDEF:::
hh_18m::ageunder5sleptnet	hh_18m::ageunder5sleptnet	NA	:::UNDEF:::
hh_06m::age5to15sleptnet	hh_06m::age5to15sleptnet	NA	:::UNDEF:::
hh_12m::age5to15sleptnet	hh_12m::age5to15sleptnet	NA	:::UNDEF:::
hh_18m::age5to15sleptnet	hh_18m::age5to15sleptnet	NA	:::UNDEF:::
hh_06m::ageover15sleptnet	hh_06m::ageover15sleptnet	NA	:::UNDEF:::
hh_12m::ageover15sleptnet	hh_12m::ageover15sleptnet	NA	:::UNDEF:::
hh_18m::ageover15sleptnet	hh_18m::ageover15sleptnet	NA	:::UNDEF:::
hh_06m::noagesleptnet	hh_06m::noagesleptnet	NA	:::UNDEF:::
hh_12m::noagesleptnet	hh_12m::noagesleptnet	NA	:::UNDEF:::
hh_18m::noagesleptnet	hh_18m::noagesleptnet	NA	:::UNDEF:::
hh_06m::crowding	hh_06m::crowding	NA	:::UNDEF:::
hh_12m::crowding	hh_12m::crowding	NA	:::UNDEF:::
hh_18m::crowding	hh_18m::crowding	NA	:::UNDEF:::
hh_06m::crowdingcol	hh_06m::crowdingcol	NA	:::UNDEF:::
hh_12m::crowdingcol	hh_12m::crowdingcol	NA	:::UNDEF:::
hh_18m::crowdingcol	hh_18m::crowdingcol	NA	:::UNDEF:::
hh_06m::anyunder5	hh_06m::anyunder5	NA	:::UNDEF:::
hh_12m::anyunder5	hh_12m::anyunder5	NA	:::UNDEF:::
hh_18m::anyunder5	hh_18m::anyunder5	NA	:::UNDEF:::
hh_06m::numpeople	hh_06m::numpeople	NA	:::UNDEF:::
hh_12m::numpeople	hh_12m::numpeople	NA	:::UNDEF:::
hh_18m::numpeople	hh_18m::numpeople	NA	:::UNDEF:::
hh_06m::ageunder5	hh_06m::ageunder5	NA	:::UNDEF:::
hh_12m::ageunder5	hh_12m::ageunder5	NA	:::UNDEF:::
hh_18m::ageunder5	hh_18m::ageunder5	NA	:::UNDEF:::
hh_06m::age5to15	hh_06m::age5to15	NA	:::UNDEF:::
hh_12m::age5to15	hh_12m::age5to15	NA	:::UNDEF:::
hh_18m::age5to15	hh_18m::age5to15	NA	:::UNDEF:::
hh_06m::ageover15	hh_06m::ageover15	NA	:::UNDEF:::
hh_12m::ageover15	hh_12m::ageover15	NA	:::UNDEF:::
hh_18m::ageover15	hh_18m::ageover15	NA	:::UNDEF:::
hh_06m::noage	hh_06m::noage	NA	:::UNDEF:::
hh_12m::noage	hh_12m::noage	NA	:::UNDEF:::
hh_18m::noage	hh_18m::noage	NA	:::UNDEF:::
hh_06m::wealthcat	hh_06m::wealthcat	NA	:::UNDEF:::
hh_12m::wealthcat	hh_12m::wealthcat	NA	:::UNDEF:::
hh_18m::wealthcat	hh_18m::wealthcat	NA	:::UNDEF:::
hh_06m::wealthindex	hh_06m::wealthindex	NA	:::UNDEF:::
hh_12m::wealthindex	hh_12m::wealthindex	NA	:::UNDEF:::
hh_18m::wealthindex	hh_18m::wealthindex	NA	:::UNDEF:::
hh_06m::timeowncat	hh_06m::timeowncat	NA	:::UNDEF:::
hh_12m::timeowncat	hh_12m::timeowncat	NA	:::UNDEF:::
hh_18m::timeowncat	hh_18m::timeowncat	NA	:::UNDEF:::
hh_06m::timeown	hh_06m::timeown	NA	:::UNDEF:::
hh_12m::timeown	hh_12m::timeown	NA	:::UNDEF:::
hh_18m::timeown	hh_18m::timeown	NA	:::UNDEF:::
hh_00m::manynow	hh_00m::manynow	NA	:::UNDEF:::
hh_06m::manynow	hh_06m::manynow	NA	:::UNDEF:::
hh_00m::neteduc	hh_00m::neteduc	NA	:::UNDEF:::
hh_06m::neteduc	hh_06m::neteduc	NA	:::UNDEF:::
hh_00m::anynonucc	hh_00m::anynonucc	NA	:::UNDEF:::
hh_06m::anynonucc	hh_06m::anynonucc	NA	:::UNDEF:::
hh_00m::whynonet	hh_00m::whynonet	NA	:::UNDEF:::
hh_00m::llincatpp	hh_00m::llincatpp	NA	:::UNDEF:::
hh_00m::llindichpp	hh_00m::llindichpp	NA	:::UNDEF:::
hh_00m::receivenet	hh_00m::receivenet	NA	:::UNDEF:::
hh_00m::manynet	hh_00m::manynet	NA	:::UNDEF:::
hh_00m::nettype	hh_00m::nettype	NA	:::UNDEF:::
hh_00m::whyother	hh_00m::whyother	NA	:::UNDEF:::
hh_member_18m::sampleid	hh_member_18m::sampleid	-9	Missing
hh_member_06m::sampleid	hh_member_06m::sampleid	-9	Missing
hh_member_00m::sampleid	hh_member_00m::sampleid	-9	Missing
hh_member_12m::sampleid	hh_member_12m::sampleid	-9	Missing
hh_00m::district	hh_00m::district	Amuria District	Amuria District
hh_00m::district	hh_00m::district	Manafwa District	Manafwa District
hh_00m::district	hh_00m::district	Sironko District	Sironko District
hh_00m::district	hh_00m::district	Buyende District	Buyende District
hh_00m::district	hh_00m::district	Kisoro District	Kisoro District
hh_00m::district	hh_00m::district	Kamuli District	Kamuli District
hh_00m::district	hh_00m::district	Hoima District	Hoima District
hh_00m::district	hh_00m::district	Kibaale District	Kibaale District
hh_00m::district	hh_00m::district	Bundibugyo District	Bundibugyo District
hh_00m::district	hh_00m::district	Iganga District	Iganga District
hh_00m::district	hh_00m::district	Buhweju District	Buhweju District
hh_00m::district	hh_00m::district	Masindi District	Masindi District
hh_00m::district	hh_00m::district	Isingiro District	Isingiro District
hh_00m::district	hh_00m::district	Bukedea District	Bukedea District
hh_00m::district	hh_00m::district	Kasese District	Kasese District
hh_00m::district	hh_00m::district	Namayingo District	Namayingo District
hh_00m::district	hh_00m::district	Bulambuli District	Bulambuli District
hh_00m::district	hh_00m::district	Kaliro District	Kaliro District
hh_00m::district	hh_00m::district	Buliisa District	Buliisa District
hh_00m::district	hh_00m::district	Mbale District	Mbale District
hh_00m::district	hh_00m::district	Mayuge District	Mayuge District
hh_00m::district	hh_00m::district	Rubirizi District	Rubirizi District
hh_00m::district	hh_00m::district	Kabarole District	Kabarole District
hh_00m::district	hh_00m::district	Bushenyi District	Bushenyi District
hh_00m::district	hh_00m::district	Busia District	Busia District
hh_00m::district	hh_00m::district	Jinja District	Jinja District
hh_00m::district	hh_00m::district	Ibanda District	Ibanda District
hh_00m::district	hh_00m::district	Kabale District	Kabale District
hh_00m::district	hh_00m::district	Ntungamo District	Ntungamo District
hh_00m::district	hh_00m::district	Mbarara District	Mbarara District
hh_00m::district	hh_00m::district	Kiruhura District	Kiruhura District
hh_00m::district	hh_00m::district	Kamwenge District	Kamwenge District
hh_00m::district	hh_00m::district	Kiryandongo District	Kiryandongo District
hh_00m::district	hh_00m::district	Kanungu District	Kanungu District
hh_00m::district	hh_00m::district	Bukwo District	Bukwo District
hh_00m::district	hh_00m::district	Kumi District	Kumi District
hh_00m::district	hh_00m::district	Kween District	Kween District
hh_00m::district	hh_00m::district	Kyegegwa District	Kyegegwa District
hh_00m::district	hh_00m::district	Luuka District	Luuka District
hh_00m::district	hh_00m::district	Bududa District	Bududa District
hh_00m::district	hh_00m::district	Kyenjojo District	Kyenjojo District
hh_00m::district	hh_00m::district	Ngora District	Ngora District
hh_00m::district	hh_00m::district	Ntoroko District	Ntoroko District
hh_00m::district	hh_00m::district	Rukungiri District	Rukungiri District
hh_00m::district	hh_00m::district	Mitooma District	Mitooma District
hh_00m::district	hh_00m::district	Sheema District	Sheema District
hh_00m::district	hh_00m::district	Soroti District	Soroti District
hh_00m::district	hh_00m::district	Kapchorwa District	Kapchorwa District
hh_06m::district	hh_06m::district	Amuria District	Amuria District
hh_06m::district	hh_06m::district	Manafwa District	Manafwa District
